cow_id,lactation_number,event,calving_date
11312,1,BRED,2018-05-09
11312,2,BRED,2019-04-19
11314,1,BRED,2018-05-19
11315,1,BRED,2018-06-11
11315,2,BRED,2019-05-13
11318,1,BRED,2018-02-08
11320,2,BRED,2019-02-06
11322,1,BRED,2018-02-27
11326,1,BRED,2018-02-10
11329,2,BRED,2019-02-17
11329,1,BRED,2018-03-19
11330,2,BRED,2019-06-15
11333,2,BRED,2019-02-09
11336,1,BRED,2018-02-14
11338,1,BRED,2018-02-11
11339,1,BRED,2018-05-06
11339,2,BRED,2019-03-31
11340,2,BRED,2019-05-19
11341,2,BRED,2019-05-03
11344,2,BRED,2019-04-23
11348,1,BRED,2018-03-05
11349,1,BRED,2018-05-10
11350,1,BRED,2018-03-18
11351,1,BRED,2018-05-30
11351,2,BRED,2019-08-18
11353,1,BRED,2018-04-17
11356,1,BRED,2018-03-17
11356,2,BRED,2019-03-13
11357,2,BRED,2019-05-14
11362,1,BRED,2018-04-16
11365,2,BRED,2019-06-28
11365,1,BRED,2018-05-24
11370,1,BRED,2018-06-04
11370,2,BRED,2019-07-16
11372,2,BRED,2019-02-13
11374,1,BRED,2018-07-20
11377,1,BRED,2018-03-22
11380,1,BRED,2018-05-02
11382,2,BRED,2019-02-27
11386,1,BRED,2018-06-14
11387,2,BRED,2019-02-04
11388,2,BRED,2019-01-31
11391,1,BRED,2018-03-24
11392,1,BRED,2018-04-13
11392,2,BRED,2019-04-14
11393,1,BRED,2018-05-09
11393,2,BRED,2019-04-02
11396,2,BRED,2019-08-07
11397,1,BRED,2018-04-22
11397,2,BRED,2019-05-11
11399,1,BRED,2018-03-05
11399,2,BRED,2019-03-21
11400,2,BRED,2019-04-14
11403,1,BRED,2018-06-10
11403,2,BRED,2019-05-10
11404,1,BRED,2018-05-01
11405,1,BRED,2018-06-14
11406,1,BRED,2018-04-11
11407,1,BRED,2018-03-20
11408,1,BRED,2018-06-19
11409,1,BRED,2018-10-31
11410,2,BRED,2019-09-30
11410,1,BRED,2018-08-15
11411,1,BRED,2018-05-20
11411,2,BRED,2019-07-03
11412,1,BRED,2018-04-20
11413,1,BRED,2018-06-29
11416,1,BRED,2018-06-19
11416,2,BRED,2019-07-15
11418,1,BRED,2018-04-06
11420,1,BRED,2018-04-17
11420,2,BRED,2019-05-07
11421,1,BRED,2018-05-10
11423,1,BRED,2018-04-07
11427,1,BRED,2018-04-05
11428,1,BRED,2018-04-29
11429,1,BRED,2018-06-18
11430,2,BRED,2019-08-06
11432,1,BRED,2018-04-28
11432,2,BRED,2019-05-23
11434,2,BRED,2019-04-15
11436,1,BRED,2018-03-29
11439,1,BRED,2018-06-17
11442,1,BRED,2018-06-04
11442,2,BRED,2019-06-25
11444,1,BRED,2018-04-15
11444,2,BRED,2019-05-09
11445,1,BRED,2018-04-18
11447,1,BRED,2018-04-22
11448,1,BRED,2018-06-18
11449,1,BRED,2018-08-20
11450,1,BRED,2018-05-23
11450,2,BRED,2019-05-06
11451,2,BRED,2019-07-16
11451,1,BRED,2018-06-24
11453,2,BRED,2019-07-29
11458,1,BRED,2018-05-01
11459,1,BRED,2018-06-24
11461,1,BRED,2018-04-29
11463,1,BRED,2018-07-27
11464,1,BRED,2018-06-15
11465,1,BRED,2018-04-20
11469,1,BRED,2018-06-29
11470,1,BRED,2018-05-08
11474,1,BRED,2018-07-26
11476,1,BRED,2018-08-10
11478,1,BRED,2018-04-22
11478,2,BRED,2019-03-13
11479,1,BRED,2018-06-09
11480,1,BRED,2018-07-11
11480,2,BRED,2019-08-04
11481,0,BRED,2016-05-29
11483,1,BRED,2018-07-17
11490,1,BRED,2018-04-22
11491,1,BRED,2018-07-11
11495,1,BRED,2018-04-25
11495,2,BRED,2019-03-12
11497,1,BRED,2018-04-15
11498,1,BRED,2018-05-19
11498,2,BRED,2019-05-03
11499,1,BRED,2018-05-13
11499,2,BRED,2019-07-21
11500,1,BRED,2018-08-02
11501,1,BRED,2018-06-11
11505,2,BRED,2019-06-01
11505,1,BRED,2018-05-08
11507,1,BRED,2018-05-19
11508,1,BRED,2018-04-22
11509,1,BRED,2018-09-16
11510,1,BRED,2018-04-25
11510,2,BRED,2019-03-29
11514,1,BRED,2018-08-19
11516,1,BRED,2018-08-22
11517,1,BRED,2018-10-17
11518,1,BRED,2018-05-20
11518,2,BRED,2019-04-15
11522,1,BRED,2018-06-10
11523,1,BRED,2018-05-01
11525,1,BRED,2018-05-22
11526,1,BRED,2018-05-23
11527,1,BRED,2018-05-29
11527,2,BRED,2019-08-11
11528,1,BRED,2018-05-27
11529,1,BRED,2018-06-15
11530,1,BRED,2018-05-30
11531,2,BRED,2019-05-14
11531,1,BRED,2018-05-20
11534,1,BRED,2018-06-16
11534,2,BRED,2019-07-08
11538,1,BRED,2018-05-19
11541,1,BRED,2018-06-03
11542,1,BRED,2018-07-03
11543,1,BRED,2018-12-28
11546,1,BRED,2018-07-20
11547,1,BRED,2018-06-13
11548,2,BRED,2019-09-07
11549,1,BRED,2018-09-08
11550,1,BRED,2018-06-04
11553,1,BRED,2018-06-09
11553,2,BRED,2019-05-02
11555,1,BRED,2018-07-19
11557,2,BRED,2019-07-14
11558,1,BRED,2018-06-28
11559,1,BRED,2018-07-26
11559,2,BRED,2019-08-12
11560,1,BRED,2018-06-06
11560,2,BRED,2019-07-16
11561,1,BRED,2018-06-03
11563,1,BRED,2018-05-31
11563,2,BRED,2019-05-29
11565,1,BRED,2018-06-12
11566,1,BRED,2018-08-17
11566,2,BRED,2019-07-13
11570,1,BRED,2018-06-12
11570,2,BRED,2019-05-13
11573,1,BRED,2018-05-02
11573,2,BRED,2019-07-09
11579,1,BRED,2018-08-29
11580,2,BRED,2019-05-31
11582,2,BRED,2019-07-18
11584,1,BRED,2018-09-22
11585,1,BRED,2018-08-06
11586,1,BRED,2018-07-28
11587,1,BRED,2018-07-11
11589,1,BRED,2018-08-05
11589,2,BRED,2019-09-09
11592,0,BRED,2016-07-28
11594,1,BRED,2018-12-16
11594,0,BRED,2016-07-30
11596,0,BRED,2016-08-02
11597,1,BRED,2018-08-08
11598,0,BRED,2016-08-02
11598,1,BRED,2018-11-29
11601,1,BRED,2018-08-17
11604,1,BRED,2018-07-26
11604,2,BRED,2019-06-13
11606,1,BRED,2018-08-03
11607,1,BRED,2018-07-19
11607,2,BRED,2019-06-18
11609,2,BRED,2019-07-19
11610,1,BRED,2018-10-31
11611,0,BRED,2016-08-14
11611,1,BRED,2019-03-12
11612,1,BRED,2018-10-28
11619,1,BRED,2018-08-22
11620,1,BRED,2018-07-26
11620,2,BRED,2019-07-27
11621,1,BRED,2018-07-20
11624,0,BRED,2016-08-20
11633,1,BRED,2018-08-15
11644,1,BRED,2018-08-04
11645,1,BRED,2018-09-07
11647,1,BRED,2018-09-20
11649,1,BRED,2018-08-17
11650,1,BRED,2018-08-17
11651,1,BRED,2018-08-06
11652,0,BRED,2016-09-02
11654,1,BRED,2018-08-31
11655,1,BRED,2018-10-16
11659,1,BRED,2018-11-14
11660,1,BRED,2018-09-18
11665,1,BRED,2018-08-08
11671,1,BRED,2018-08-17
11672,1,BRED,2018-08-19
11674,1,BRED,2018-08-22
11676,1,BRED,2018-08-19
11677,1,BRED,2018-08-14
11677,2,BRED,2019-08-26
11680,1,BRED,2018-11-09
11682,1,BRED,2018-09-12
11684,1,BRED,2018-10-18
11686,1,BRED,2018-08-15
11687,2,BRED,2019-10-02
11690,1,BRED,2018-11-19
11691,1,BRED,2018-08-20
11691,2,BRED,2019-09-13
11697,1,BRED,2018-09-16
11701,0,BRED,2016-10-04
11702,1,BRED,2018-09-29
11703,1,BRED,2018-11-19
11707,1,BRED,2018-10-28
11708,1,BRED,2019-01-31
11710,0,BRED,2016-10-07
11715,1,BRED,2018-09-09
11717,0,BRED,2016-10-10
11718,1,BRED,2018-09-24
11719,1,BRED,2018-11-28
11720,1,BRED,2018-11-14
11722,1,BRED,2018-09-09
11723,0,BRED,2016-10-13
11730,0,BRED,2016-10-15
11731,1,BRED,2018-11-14
11733,0,BRED,2016-10-18
11735,0,BRED,2016-10-18
11735,1,BRED,2019-01-09
11736,0,BRED,2016-10-19
11737,0,BRED,2016-10-21
11739,1,BRED,2018-11-06
11740,1,BRED,2018-10-15
11741,2,BRED,2019-10-22
11747,1,BRED,2018-11-13
11749,1,BRED,2018-11-04
11750,1,BRED,2018-09-23
11751,1,BRED,2018-10-17
11752,0,BRED,2016-10-31
11753,0,BRED,2016-11-01
11755,1,BRED,2018-11-28
11763,1,BRED,2018-11-13
11769,0,BRED,2016-11-12
11769,1,BRED,2019-03-01
11770,1,BRED,2018-10-24
11771,0,BRED,2016-11-12
11775,1,BRED,2018-11-19
11777,0,BRED,2016-11-17
11777,1,BRED,2019-01-13
11779,0,BRED,2016-11-18
11781,0,BRED,2016-11-19
11783,1,BRED,2018-11-18
11793,0,BRED,2016-11-28
11794,1,BRED,2018-11-23
11795,1,BRED,2019-02-20
11796,0,BRED,2016-11-30
11798,1,BRED,2019-01-21
11798,0,BRED,2016-12-01
11800,1,BRED,2018-11-05
11801,0,BRED,2016-12-02
11802,0,BRED,2016-12-02
11804,1,BRED,2018-10-30
11807,0,BRED,2016-12-06
11808,1,BRED,2018-12-16
11811,0,BRED,2016-12-06
11811,1,BRED,2018-12-08
11814,1,BRED,2019-02-06
11814,0,BRED,2016-12-07
11820,0,BRED,2016-12-09
11821,0,BRED,2016-12-09
11824,1,BRED,2018-11-04
11831,0,BRED,2016-12-13
11834,0,BRED,2016-12-13
11834,1,BRED,2018-12-05
11835,0,BRED,2016-12-14
11836,0,BRED,2016-12-14
11837,0,BRED,2016-12-16
11838,0,BRED,2016-12-17
11839,0,BRED,2016-12-18
11841,0,BRED,2016-12-17
11844,0,BRED,2016-12-19
11845,0,BRED,2016-12-19
11845,1,BRED,2019-03-30
11847,0,BRED,2016-12-19
11848,0,BRED,2016-12-20
11850,0,BRED,2016-12-20
11851,0,BRED,2016-12-21
11852,0,BRED,2016-12-21
11853,1,BRED,2019-01-19
11853,0,BRED,2016-12-21
11854,0,BRED,2016-12-21
11855,0,BRED,2016-12-23
11856,0,BRED,2016-12-24
11857,0,BRED,2016-12-24
11859,0,BRED,2016-12-25
11861,0,BRED,2016-12-26
11862,0,BRED,2016-12-26
11863,0,BRED,2016-12-27
11863,1,BRED,2019-01-28
11864,0,BRED,2016-12-27
11865,0,BRED,2016-12-27
11866,0,BRED,2016-12-27
11867,0,BRED,2016-12-27
11868,0,BRED,2016-12-27
11870,0,BRED,2016-12-28
11871,0,BRED,2016-12-30
11874,0,BRED,2016-12-30
11874,1,BRED,2018-12-01
11875,1,BRED,2018-12-31
11875,0,BRED,2016-12-31
11876,0,BRED,2017-01-01
11876,1,BRED,2018-12-20
11877,0,BRED,2017-01-01
11878,0,BRED,2017-01-01
11880,0,BRED,2017-01-02
11881,0,BRED,2017-01-03
11883,0,BRED,2017-01-03
11883,1,BRED,2018-12-14
11886,1,BRED,2019-01-08
11887,0,BRED,2017-01-04
11888,0,BRED,2017-01-04
11890,0,BRED,2017-01-05
11891,0,BRED,2017-01-05
11892,0,BRED,2017-01-06
11895,0,BRED,2017-01-07
11896,0,BRED,2017-01-09
11896,1,BRED,2019-07-06
11897,0,BRED,2017-01-09
11899,0,BRED,2017-01-10
11900,0,BRED,2017-01-10
11901,1,BRED,2019-01-11
11901,0,BRED,2017-01-11
11902,0,BRED,2017-01-11
11902,1,BRED,2019-02-24
11904,0,BRED,2017-01-12
11904,1,BRED,2019-05-05
11905,0,BRED,2017-01-12
11906,0,BRED,2017-01-13
11907,0,BRED,2017-01-13
11907,1,BRED,2019-01-26
11908,1,BRED,2019-01-18
11908,0,BRED,2017-01-14
11910,0,BRED,2017-01-14
11911,0,BRED,2017-01-14
11912,0,BRED,2017-01-14
11913,1,BRED,2019-01-22
11915,0,BRED,2017-01-16
11915,1,BRED,2019-01-31
11916,0,BRED,2017-01-16
11917,0,BRED,2017-01-16
11918,0,BRED,2017-01-18
11919,0,BRED,2017-01-18
11920,0,BRED,2017-01-18
11920,1,BRED,2019-02-22
11921,0,BRED,2017-01-18
11923,0,BRED,2017-01-18
11924,0,BRED,2017-01-18
11925,0,BRED,2017-01-18
11926,0,BRED,2017-01-18
11927,0,BRED,2017-01-19
11929,0,BRED,2017-01-19
11930,0,BRED,2017-01-19
11931,0,BRED,2017-01-19
11933,0,BRED,2017-01-21
11934,0,BRED,2017-01-21
11934,1,BRED,2019-04-22
11935,0,BRED,2017-01-21
11936,0,BRED,2017-01-21
11938,0,BRED,2017-01-22
11938,1,BRED,2019-01-27
11939,0,BRED,2017-01-23
11939,1,BRED,2019-02-04
11940,1,BRED,2019-02-02
11940,0,BRED,2017-01-24
11941,0,BRED,2017-01-24
11942,0,BRED,2017-01-25
11943,0,BRED,2017-01-25
11943,1,BRED,2019-05-25
11944,0,BRED,2017-01-25
11944,1,BRED,2019-01-04
11946,0,BRED,2017-01-26
11947,0,BRED,2017-01-26
11948,0,BRED,2017-01-27
11949,0,BRED,2017-01-27
11950,0,BRED,2017-01-27
11951,0,BRED,2017-01-27
11952,0,BRED,2017-01-27
11953,0,BRED,2017-01-27
11954,0,BRED,2017-01-27
11957,0,BRED,2017-01-29
11958,0,BRED,2017-01-30
11958,1,BRED,2019-01-21
11959,0,BRED,2017-01-30
11960,0,BRED,2017-02-02
11961,0,BRED,2017-02-02
11962,0,BRED,2017-02-02
11962,1,BRED,2019-01-22
11963,0,BRED,2017-02-02
11963,1,BRED,2019-01-19
11965,0,BRED,2017-02-03
11965,1,BRED,2019-02-24
11966,0,BRED,2017-02-03
11967,0,BRED,2017-02-04
11968,0,BRED,2017-02-04
11969,0,BRED,2017-02-04
11970,0,BRED,2017-02-04
11970,1,BRED,2019-01-15
11972,0,BRED,2017-02-05
11972,1,BRED,2019-02-20
11973,0,BRED,2017-02-06
11973,1,BRED,2019-01-07
11974,0,BRED,2017-02-06
11975,0,BRED,2017-02-07
11976,0,BRED,2017-02-07
11979,1,BRED,2019-03-14
11979,0,BRED,2017-02-07
11980,0,BRED,2017-02-10
11981,0,BRED,2017-02-10
11983,0,BRED,2017-02-10
11984,0,BRED,2017-02-10
11985,0,BRED,2017-02-10
11986,0,BRED,2017-02-11
11987,0,BRED,2017-02-13
11988,0,BRED,2017-02-13
11990,0,BRED,2017-02-14
11991,1,BRED,2019-03-21
11991,0,BRED,2017-02-14
11992,0,BRED,2017-02-14
11992,1,BRED,2019-01-22
11993,0,BRED,2017-02-15
11994,0,BRED,2017-02-15
11995,0,BRED,2017-02-15
11996,0,BRED,2017-02-15
11997,0,BRED,2017-02-17
11997,1,BRED,2019-02-06
11998,1,BRED,2019-02-02
11998,0,BRED,2017-02-18
12000,0,BRED,2017-02-19
12001,0,BRED,2017-02-19
12002,0,BRED,2017-02-21
12004,0,BRED,2017-02-23
12005,0,BRED,2017-02-24
12006,0,BRED,2017-02-24
12006,1,BRED,2019-02-02
12007,0,BRED,2017-02-24
12008,1,BRED,2019-01-24
12008,0,BRED,2017-02-24
12009,0,BRED,2017-02-25
12010,0,BRED,2017-02-25
12011,0,BRED,2017-02-25
12013,0,BRED,2017-02-28
12013,1,BRED,2019-02-12
12014,0,BRED,2017-02-28
12015,0,BRED,2017-02-28
12016,0,BRED,2017-02-28
12017,1,BRED,2019-02-10
12017,0,BRED,2017-03-02
12018,0,BRED,2017-03-02
12018,1,BRED,2019-03-25
12019,0,BRED,2017-03-02
12020,0,BRED,2017-03-03
12021,0,BRED,2017-03-04
12021,1,BRED,2019-02-09
12022,0,BRED,2017-03-04
12022,1,BRED,2019-04-17
12023,1,BRED,2019-03-10
12023,0,BRED,2017-03-04
12025,0,BRED,2017-03-05
12026,0,BRED,2017-03-05
12027,0,BRED,2017-03-05
12029,0,BRED,2017-03-05
12030,0,BRED,2017-03-06
12031,0,BRED,2017-03-06
12031,1,BRED,2019-06-13
12034,0,BRED,2017-03-09
12035,1,BRED,2019-02-17
12035,0,BRED,2017-03-09
12036,0,BRED,2017-03-10
12037,0,BRED,2017-03-10
12038,0,BRED,2017-03-10
12040,0,BRED,2017-03-10
12041,0,BRED,2017-03-10
12042,0,BRED,2017-03-11
12043,0,BRED,2017-03-12
12044,0,BRED,2017-03-12
12045,0,BRED,2017-03-13
12046,1,BRED,2019-05-20
12046,0,BRED,2017-03-15
12047,0,BRED,2017-03-15
12048,0,BRED,2017-03-16
12049,0,BRED,2017-03-16
12050,0,BRED,2017-03-16
12051,0,BRED,2017-03-16
12052,0,BRED,2017-03-19
12053,0,BRED,2017-03-19
12054,0,BRED,2017-03-20
12055,1,BRED,2019-02-23
12055,0,BRED,2017-03-20
12056,0,BRED,2017-03-20
12057,0,BRED,2017-03-20
12057,1,BRED,2019-03-24
12058,0,BRED,2017-03-22
12059,0,BRED,2017-03-22
12061,0,BRED,2017-03-25
12061,1,BRED,2019-03-11
12062,0,BRED,2017-03-26
12063,1,BRED,2019-02-23
12063,0,BRED,2017-03-27
12065,0,BRED,2017-03-27
12066,0,BRED,2017-03-27
12068,0,BRED,2017-03-28
12069,0,BRED,2017-03-29
12070,0,BRED,2017-04-01
12070,1,BRED,2019-03-07
12071,0,BRED,2017-04-02
12072,0,BRED,2017-04-03
12073,0,BRED,2017-04-03
12074,0,BRED,2017-04-03
12074,1,BRED,2019-03-19
12076,0,BRED,2017-04-05
12077,0,BRED,2017-04-05
12078,0,BRED,2017-04-05
12078,1,BRED,2019-04-07
12079,0,BRED,2017-04-05
12080,0,BRED,2017-04-05
12081,0,BRED,2017-04-07
12082,0,BRED,2017-04-07
12084,0,BRED,2017-04-07
12086,1,BRED,2019-07-10
12086,0,BRED,2017-04-08
12087,0,BRED,2017-04-08
12088,0,BRED,2017-04-09
12090,0,BRED,2017-04-09
12090,1,BRED,2019-02-22
12091,0,BRED,2017-04-10
12091,1,BRED,2019-04-18
12092,0,BRED,2017-04-10
12093,0,BRED,2017-04-10
12095,1,BRED,2019-04-18
12095,0,BRED,2017-04-12
12096,0,BRED,2017-04-12
12098,0,BRED,2017-04-12
12100,0,BRED,2017-04-14
12100,1,BRED,2019-03-20
12101,0,BRED,2017-04-14
12102,0,BRED,2017-04-14
12102,1,BRED,2019-03-12
12103,0,BRED,2017-04-15
12104,1,BRED,2019-03-28
12104,0,BRED,2017-04-15
12105,0,BRED,2017-04-15
12106,0,BRED,2017-04-16
12106,1,BRED,2019-04-09
12107,0,BRED,2017-04-16
12107,1,BRED,2019-03-06
12108,0,BRED,2017-04-16
12109,0,BRED,2017-04-18
12110,1,BRED,2019-03-24
12110,0,BRED,2017-04-18
12111,1,BRED,2019-04-02
12111,0,BRED,2017-04-18
12112,0,BRED,2017-04-19
12113,0,BRED,2017-04-19
12113,1,BRED,2019-03-22
12114,0,BRED,2017-04-20
12115,0,BRED,2017-04-21
12116,0,BRED,2017-04-22
12117,0,BRED,2017-04-22
12119,0,BRED,2017-04-23
12120,0,BRED,2017-04-23
12121,0,BRED,2017-04-24
12122,0,BRED,2017-04-24
12122,1,BRED,2019-04-15
12123,0,BRED,2017-04-24
12123,1,BRED,2019-04-08
12124,0,BRED,2017-04-26
12125,0,BRED,2017-04-26
12126,0,BRED,2017-04-26
12127,0,BRED,2017-04-27
12127,1,BRED,2019-03-27
12128,0,BRED,2017-04-27
12129,0,BRED,2017-04-27
12130,0,BRED,2017-04-27
12131,0,BRED,2017-04-28
12132,0,BRED,2017-04-28
12133,0,BRED,2017-04-28
12133,1,BRED,2019-03-30
12134,0,BRED,2017-04-29
12137,0,BRED,2017-05-02
12138,0,BRED,2017-05-02
12139,0,BRED,2017-05-02
12141,0,BRED,2017-05-03
12142,0,BRED,2017-05-03
12143,0,BRED,2017-05-03
12143,1,BRED,2019-07-15
12144,0,BRED,2017-05-03
12145,0,BRED,2017-05-03
12145,1,BRED,2019-04-01
12146,0,BRED,2017-05-04
12146,1,BRED,2019-04-17
12147,1,BRED,2019-04-09
12147,0,BRED,2017-05-04
12148,0,BRED,2017-05-05
12149,0,BRED,2017-05-06
12149,1,BRED,2019-04-12
12150,0,BRED,2017-05-06
12151,0,BRED,2017-05-06
12151,1,BRED,2019-05-29
12153,0,BRED,2017-05-06
12154,0,BRED,2017-05-07
12155,0,BRED,2017-05-07
12155,1,BRED,2019-04-12
12156,1,BRED,2019-06-20
12156,0,BRED,2017-05-07
12157,0,BRED,2017-05-07
12157,1,BRED,2019-04-14
12158,0,BRED,2017-05-09
12158,1,BRED,2019-07-06
12159,0,BRED,2017-05-10
12161,0,BRED,2017-05-11
12161,1,BRED,2019-05-25
12162,0,BRED,2017-05-11
12163,0,BRED,2017-05-11
12164,0,BRED,2017-05-14
12165,0,BRED,2017-05-14
12165,1,BRED,2019-02-08
12166,0,BRED,2017-05-16
12167,0,BRED,2017-05-18
12168,0,BRED,2017-05-19
12168,1,BRED,2019-05-21
12169,0,BRED,2017-05-19
12170,0,BRED,2017-05-19
12170,1,BRED,2019-04-15
12171,0,BRED,2017-05-20
12173,0,BRED,2017-05-21
12175,0,BRED,2017-05-22
12175,1,BRED,2019-04-15
12176,0,BRED,2017-05-23
12177,0,BRED,2017-05-24
12177,1,BRED,2019-04-29
12178,0,BRED,2017-05-24
12179,0,BRED,2017-05-25
12180,1,BRED,2019-04-23
12180,0,BRED,2017-05-25
12181,0,BRED,2017-05-26
12182,0,BRED,2017-05-26
12183,0,BRED,2017-05-28
12184,0,BRED,2017-05-28
12186,0,BRED,2017-05-30
12188,0,BRED,2017-06-01
12188,1,BRED,2019-04-29
12190,0,BRED,2017-06-03
12191,0,BRED,2017-06-03
12192,0,BRED,2017-06-02
12193,0,BRED,2017-06-04
12194,0,BRED,2017-06-04
12194,1,BRED,2019-05-23
12195,0,BRED,2017-06-05
12195,1,BRED,2019-07-07
12196,0,BRED,2017-06-05
12197,0,BRED,2017-06-05
12199,0,BRED,2017-06-06
12201,0,BRED,2017-06-07
12202,1,BRED,2019-06-19
12202,0,BRED,2017-06-08
12203,0,BRED,2017-06-08
12203,1,BRED,2019-04-30
12204,0,BRED,2017-06-08
12205,0,BRED,2017-06-09
12206,0,BRED,2017-06-09
12207,0,BRED,2017-06-10
12208,0,BRED,2017-06-10
12209,0,BRED,2017-06-11
12210,0,BRED,2017-06-11
12211,0,BRED,2017-06-15
12212,0,BRED,2017-06-15
12213,0,BRED,2017-06-17
12213,1,BRED,2019-05-15
12214,0,BRED,2017-06-17
12214,1,BRED,2019-05-22
12215,0,BRED,2017-06-18
12215,1,BRED,2019-05-26
12216,0,BRED,2017-06-19
12217,0,BRED,2017-06-19
12218,0,BRED,2017-06-22
12219,0,BRED,2017-06-22
12220,0,BRED,2017-06-22
12222,0,BRED,2017-06-22
12223,0,BRED,2017-06-22
12223,1,BRED,2019-05-24
12225,0,BRED,2017-06-24
12226,0,BRED,2017-06-24
12226,1,BRED,2019-05-20
12227,0,BRED,2017-06-24
12228,0,BRED,2017-06-25
12228,1,BRED,2019-06-08
12229,0,BRED,2017-06-26
12231,0,BRED,2017-06-28
12232,0,BRED,2017-06-29
12232,1,BRED,2019-06-02
12233,0,BRED,2017-06-29
12233,1,BRED,2019-05-25
12234,0,BRED,2017-06-29
12235,0,BRED,2017-06-30
12236,0,BRED,2017-06-30
12237,0,BRED,2017-06-30
12239,0,BRED,2017-06-30
12240,0,BRED,2017-07-05
12240,1,BRED,2019-06-08
12241,0,BRED,2017-07-05
12244,0,BRED,2017-07-07
12248,0,BRED,2017-07-08
12248,1,BRED,2019-07-09
12249,0,BRED,2017-07-08
12249,1,BRED,2019-06-23
12250,0,BRED,2017-07-08
12251,1,BRED,2019-06-22
12251,0,BRED,2017-07-08
12252,0,BRED,2017-07-08
12253,0,BRED,2017-07-08
12254,0,BRED,2017-07-09
12255,0,BRED,2017-07-10
12255,1,BRED,2019-07-04
12256,0,BRED,2017-07-11
12259,0,BRED,2017-07-11
12261,0,BRED,2017-07-12
12262,0,BRED,2017-07-12
12263,0,BRED,2017-07-14
12265,0,BRED,2017-07-14
12266,0,BRED,2017-07-14
12266,1,BRED,2019-06-17
12267,0,BRED,2017-07-14
12268,0,BRED,2017-07-14
12272,0,BRED,2017-07-15
12274,0,BRED,2017-07-15
12275,0,BRED,2017-07-15
12276,1,BRED,2019-08-29
12276,0,BRED,2017-07-15
12277,0,BRED,2017-07-18
12280,0,BRED,2017-07-18
12281,0,BRED,2017-07-17
12282,0,BRED,2017-07-19
12282,1,BRED,2019-06-18
12284,0,BRED,2017-07-19
12285,0,BRED,2017-07-19
12286,0,BRED,2017-07-20
12287,0,BRED,2017-07-22
12288,0,BRED,2017-07-22
12289,0,BRED,2017-07-22
12290,0,BRED,2017-07-22
12291,0,BRED,2017-07-22
12293,0,BRED,2017-07-24
12294,0,BRED,2017-07-25
12295,0,BRED,2017-07-25
12296,0,BRED,2017-07-26
12298,0,BRED,2017-07-27
12298,1,BRED,2019-08-03
12299,0,BRED,2017-07-27
12300,0,BRED,2017-07-27
12301,0,BRED,2017-07-27
12301,1,BRED,2019-06-23
12302,0,BRED,2017-07-28
12303,0,BRED,2017-07-28
12304,0,BRED,2017-07-29
12305,0,BRED,2017-07-29
12305,1,BRED,2019-07-07
12306,1,BRED,2019-07-15
12306,0,BRED,2017-07-29
12307,0,BRED,2017-07-30
12307,1,BRED,2019-08-11
12308,0,BRED,2017-07-30
12309,0,BRED,2017-07-31
12310,0,BRED,2017-08-01
12312,0,BRED,2017-08-01
12313,0,BRED,2017-08-02
12315,0,BRED,2017-08-03
12316,0,BRED,2017-08-05
12317,0,BRED,2017-08-05
12318,0,BRED,2017-08-05
12319,0,BRED,2017-08-06
12321,1,BRED,2019-07-13
12321,0,BRED,2017-08-07
12322,0,BRED,2017-08-07
12323,0,BRED,2017-08-07
12324,0,BRED,2017-08-07
12325,0,BRED,2017-08-07
12325,1,BRED,2019-08-11
12326,0,BRED,2017-08-07
12329,0,BRED,2017-08-09
12330,0,BRED,2017-08-09
12331,0,BRED,2017-08-09
12332,0,BRED,2017-08-09
12333,0,BRED,2017-08-10
12334,0,BRED,2017-08-10
12335,0,BRED,2017-08-11
12336,0,BRED,2017-08-11
12336,1,BRED,2019-07-14
12338,0,BRED,2017-08-12
12339,0,BRED,2017-08-12
12340,0,BRED,2017-08-12
12341,0,BRED,2017-08-13
12342,0,BRED,2017-08-14
12343,0,BRED,2017-08-16
12343,1,BRED,2019-08-01
12344,0,BRED,2017-08-16
12345,0,BRED,2017-08-16
12345,1,BRED,2019-07-18
12346,0,BRED,2017-08-16
12347,0,BRED,2017-08-17
12348,0,BRED,2017-08-17
12349,0,BRED,2017-08-19
12350,0,BRED,2017-08-19
12351,0,BRED,2017-08-19
12352,0,BRED,2017-08-19
12352,1,BRED,2019-08-10
12353,0,BRED,2017-08-19
12354,0,BRED,2017-08-19
12354,1,BRED,2019-08-30
12355,0,BRED,2017-08-19
12357,0,BRED,2017-08-19
12358,0,BRED,2017-08-19
12358,1,BRED,2019-09-26
12359,0,BRED,2017-08-19
12360,0,BRED,2017-08-19
12361,0,BRED,2017-08-19
12361,1,BRED,2019-07-23
12363,0,BRED,2017-08-20
12363,1,BRED,2019-09-03
12365,0,BRED,2017-08-21
12366,0,BRED,2017-08-21
12367,1,BRED,2019-07-28
12368,0,BRED,2017-08-21
12370,0,BRED,2017-08-22
12371,0,BRED,2017-08-22
12373,0,BRED,2017-08-23
12374,0,BRED,2017-08-23
12375,0,BRED,2017-08-25
12375,1,BRED,2019-07-24
12376,0,BRED,2017-08-25
12377,0,BRED,2017-08-25
12377,1,BRED,2019-07-18
12378,0,BRED,2017-08-25
12379,0,BRED,2017-08-25
12380,0,BRED,2017-08-27
12381,0,BRED,2017-08-27
12383,0,BRED,2017-08-27
12384,0,BRED,2017-08-27
