time,activity,temp_without_drink_cycles,cow_id
2018-08-30 21:34:00,4.148027777777779,40.3775976237918,9994
2018-08-30 21:44:00,4.129000000000001,40.37764982272909,9994
2018-08-30 21:54:00,4.116162162162163,40.377699274353894,9994
2018-08-30 22:04:00,4.103666666666667,40.377746189997936,9994
2018-08-30 22:14:00,4.109657894736843,40.37779075985978,9994
2018-08-30 22:24:00,4.096792207792209,40.37783315558202,9994
2018-08-30 22:34:00,4.093230769230771,40.37787353246034,9994
2018-08-30 22:44:00,4.085708860759495,40.37791203134432,9994
2018-08-30 22:54:00,4.088875000000002,40.377948780279034,9994
2018-08-30 23:04:00,4.073814814814817,40.377983895927755,9994
2018-08-30 23:14:00,4.0583902439024415,40.37801748480914,9994
2018-08-30 23:24:00,4.071409638554219,40.378049644376425,9994
2018-08-30 23:34:00,4.058761904761907,40.377673610118585,9994
2018-08-30 23:44:00,4.033000000000003,40.37568027113657,9994
2018-08-30 23:54:00,4.0286511627907,40.37256666571384,9994
2018-08-31 00:04:00,4.047275862068968,40.36957516246454,9994
2018-08-31 00:14:00,4.070375000000002,40.36669871703253,9994
2018-08-31 00:24:00,4.0720561797752834,40.36449685444701,9994
2018-08-31 00:34:00,4.078700000000003,40.36348765343873,9994
2018-08-31 00:44:00,4.0628901098901125,40.36377931400296,9994
2018-08-31 00:54:00,4.052423913043481,40.364060558118474,9994
2018-08-31 01:04:00,4.0482043010752715,40.364164758853235,9994
2018-08-31 01:14:00,4.0439680851063855,40.36374812507991,9994
2018-08-31 01:24:00,4.050557894736845,40.36283713990906,9994
2018-08-31 01:34:00,4.065760416666669,40.361956520910574,9994
2018-08-31 01:44:00,4.077659793814436,40.36159657794483,9994
2018-08-31 01:54:00,4.089918367346942,40.361732117010234,9994
2018-08-31 02:04:00,4.099808080808084,40.36186335324817,9994
2018-08-31 02:14:00,4.106800000000003,40.361521738353666,9994
2018-08-31 02:24:00,4.109990099009903,40.36072909622515,9994
2018-08-31 02:34:00,4.108607843137257,40.35996047355507,9994
2018-08-31 02:44:00,4.108029126213594,40.35921479484529,9994
2018-08-31 02:54:00,4.108519230769233,40.35849104786227,9994
2018-08-31 03:04:00,4.102333333333336,40.35735349644398,9994
2018-08-31 03:14:00,4.102962264150945,40.35496273220907,9994
2018-08-31 03:24:00,4.107700934579442,40.351653397952596,9994
2018-08-31 03:34:00,4.10540740740741,40.347602656314365,9994
2018-08-31 03:44:00,4.100954128440369,40.34233142041893,9994
2018-08-31 03:54:00,4.1214909090909115,40.33622685119016,9994
2018-08-31 04:04:00,4.135801801801804,40.33012228196139,9994
2018-08-31 04:14:00,4.1445000000000025,40.32401771273262,9994
2018-08-31 04:24:00,4.142247787610621,40.31832981017051,9994
2018-08-31 04:34:00,4.139947368421055,40.31528079649729,9994
2018-08-31 04:44:00,4.137947826086958,40.313065116157404,9994
2018-08-31 04:54:00,4.1300344827586235,40.31209943581752,9994
2018-08-31 05:04:00,4.125247863247866,40.31155042214431,9994
2018-08-31 05:14:00,4.122322033898307,40.31100140847109,9994
2018-08-31 05:24:00,4.126168067226892,40.31045239479788,9994
2018-08-31 05:34:00,4.119366666666669,40.30990338112466,9994
2018-08-31 05:44:00,4.111603305785126,40.30935436745145,9994
2018-08-31 05:54:00,4.108311475409838,40.307694242667125,9994
2018-08-31 06:04:00,4.0959674796747985,40.304784117882804,9994
2018-08-31 06:14:00,4.092290322580647,40.30076288198737,9994
2018-08-31 06:24:00,4.1023520000000016,40.295630534980816,9994
2018-08-31 06:34:00,4.12193650793651,40.289248187974266,9994
2018-08-31 06:44:00,4.141842519685041,40.28175472985661,9994
2018-08-31 06:54:00,4.149796875000002,40.27315016062784,9994
2018-08-31 07:04:00,4.154294573643413,40.26329559139907,9994
2018-08-31 07:14:00,4.166723076923079,40.25232991105919,9994
2018-08-31 07:24:00,4.18041221374046,40.24247534183042,9994
2018-08-31 07:34:00,4.197000000000002,40.234287439268314,9994
2018-08-31 07:44:00,4.209428571428574,40.22693287003954,9994
2018-08-31 07:54:00,4.2183134328358225,40.21999496747744,9994
2018-08-31 08:04:00,4.230844444444446,40.21402274525522,9994
2018-08-31 08:14:00,4.226279411764708,40.20666817602645,9994
2018-08-31 08:24:00,4.2234598540146004,40.19848027346434,9994
2018-08-31 08:34:00,4.215246376811597,40.190292370902235,9994
2018-08-31 08:44:00,4.206000000000002,40.18335446834013,9994
2018-08-31 08:54:00,4.202885714285716,40.17808323244469,9994
2018-08-31 09:04:00,4.200595744680853,40.17420088543814,9994
2018-08-31 09:14:00,4.196577464788734,40.172401871764926,9994
2018-08-31 09:24:00,4.195335664335666,40.17101952475838,9994
2018-08-31 09:34:00,4.192375000000002,40.17047051108516,9994
2018-08-31 09:44:00,4.177090277777779,40.170338164078615,9994
2018-08-31 09:54:00,4.157638888888891,40.17020581707206,9994
2018-08-31 10:04:00,4.142145833333335,40.1689623589544,9994
2018-08-31 10:14:00,4.122625000000002,40.16646890083674,9994
2018-08-31 10:24:00,4.118041666666668,40.16286433160796,9994
2018-08-31 10:34:00,4.107555555555558,40.160648651268076,9994
2018-08-31 10:44:00,4.115131944444446,40.158432970928196,9994
