activity,temp_without_drink_cycles,time,cow_id
4.065902777777778,39.68444444444444,2018-11-14 17:25:00,9993
4.071986301369863,39.699999999999996,2018-11-14 17:35:00,9993
4.100067567567567,39.71236842105263,2018-11-14 17:45:00,9993
4.128733333333333,39.72538461538461,2018-11-14 18:15:00,9993
4.117960526315789,39.743,2018-11-14 18:25:00,9993
4.102012987012986,39.76268292682927,2018-11-14 18:35:00,9993
4.1133974358974355,39.78285714285714,2018-11-14 18:45:00,9993
4.1086708860759495,39.802325581395344,2018-11-14 18:55:00,9993
4.1186875,39.82068181818181,2018-11-14 19:05:00,9993
4.127098765432099,39.83977777777777,2018-11-14 19:15:00,9993
4.123353658536585,39.85630434782608,2018-11-14 19:25:00,9993
4.132590361445783,39.87042553191488,2018-11-14 19:35:00,9993
4.1140952380952385,39.88208333333333,2018-11-14 19:55:00,9993
4.101211764705883,39.89204081632652,2018-11-14 20:05:00,9993
4.077697674418605,39.90339999999999,2018-11-14 20:15:00,9993
4.058402298850575,39.91431372549019,2018-11-14 20:25:00,9993
4.050920454545454,39.9253846153846,2018-11-14 20:35:00,9993
4.052707865168539,39.93603773584904,2018-11-14 20:45:00,9993
4.073566666666666,39.94796296296295,2018-11-14 20:55:00,9993
4.053857142857142,39.96072727272726,2018-11-14 21:05:00,9993
4.038815217391304,39.97339285714285,2018-11-14 21:15:00,9993
4.028505376344086,39.98421052631578,2018-11-14 21:25:00,9993
4.00777659574468,39.99310344827585,2018-11-14 21:35:00,9993
4.038326315789473,40.00033898305084,2018-11-14 21:45:00,9993
4.052614583333333,40.00599999999999,2018-11-14 21:55:00,9993
4.056917525773196,40.01,2018-11-14 22:05:00,9993
4.0469489795918365,40.012580645161286,2018-11-14 22:15:00,9993
4.050616161616162,40.014285714285705,2018-11-14 22:25:00,9993
4.04341,40.01593749999999,2018-11-14 22:35:00,9993
4.028821782178218,40.01753846153845,2018-11-14 22:45:00,9993
4.007362745098039,40.01787878787878,2018-11-14 22:55:00,9993
3.9944757281553396,40.017014925373125,2018-11-14 23:05:00,9993
3.992605769230769,40.015441176470574,2018-11-14 23:15:00,9993
3.9871523809523812,40.013043478260855,2018-11-14 23:25:00,9993
3.9839716981132076,40.01071428571427,2018-11-14 23:35:00,9993
3.9848691588785043,40.009295774647875,2018-11-14 23:45:00,9993
3.9928796296296296,40.009999999999984,2018-11-14 23:55:00,9993
3.994321100917431,40.02513888888887,2018-11-15 00:05:00,9993
3.984372727272727,40.041944444444425,2018-11-15 00:15:00,9993
3.99127027027027,40.05916666666665,2018-11-15 00:25:00,9993
3.998133928571428,40.07680555555554,2018-11-15 00:35:00,9993
4.003185840707964,40.0959722222222,2018-11-15 00:45:00,9993
4.003947368421052,40.11624999999997,2018-11-15 02:05:00,9993
3.9952173913043474,40.13736111111108,2018-11-15 02:15:00,9993
3.977327586206896,40.159166666666636,2018-11-15 03:25:00,9993
3.9674358974358968,40.17638888888885,2018-11-15 03:35:00,9993
