activity,temp_without_drink_cycles,time,cow_id
2.195097222222222,39.48222222222223,2019-09-29 08:07:00,9995
2.1743424657534245,39.47351351351352,2019-09-29 08:17:00,9995
2.159554054054054,39.46815789473685,2019-09-29 08:27:00,9995
2.16756,39.46410256410257,2019-09-29 08:37:00,9995
2.1699473684210524,39.46025,2019-09-29 08:47:00,9995
2.1716363636363636,39.45951219512195,2019-09-29 08:57:00,9995
2.1834102564102564,39.46142857142858,2019-09-29 09:07:00,9995
2.1999367088607595,39.463488372093025,2019-09-29 09:17:00,9995
2.2046750000000004,39.466818181818184,2019-09-29 09:27:00,9995
2.201024691358025,39.470666666666666,2019-09-29 09:37:00,9995
2.1844146341463415,39.47652173913043,2019-09-29 09:47:00,9995
2.1680843373493977,39.482340425531916,2019-09-29 09:57:00,9995
2.1610714285714288,39.488958333333336,2019-09-29 10:07:00,9995
2.141752941176471,39.49795918367347,2019-09-29 10:17:00,9995
2.130325581395349,39.5096,2019-09-29 10:27:00,9995
2.1373218390804603,39.522549019607844,2019-09-29 10:37:00,9995
2.131204545454546,39.535000000000004,2019-09-29 10:47:00,9995
2.130056179775281,39.547924528301884,2019-09-29 10:57:00,9995
2.1234888888888888,39.56092592592592,2019-09-29 11:07:00,9995
2.1153186813186813,39.57418181818182,2019-09-29 11:17:00,9995
2.100358695652174,39.58696428571428,2019-09-29 11:27:00,9995
2.087655913978495,39.598771929824565,2019-09-29 11:37:00,9995
2.077468085106383,39.609655172413795,2019-09-29 11:47:00,9995
2.079484210526316,39.620169491525424,2019-09-29 11:57:00,9995
2.0758333333333336,39.63033333333333,2019-09-29 12:07:00,9995
2.078752577319588,39.64081967213115,2019-09-29 12:17:00,9995
2.080693877551021,39.65096774193549,2019-09-29 12:27:00,9995
2.0851212121212126,39.65952380952381,2019-09-29 12:37:00,9995
2.1023600000000005,39.66640625,2019-09-29 12:47:00,9995
2.101138613861387,39.671846153846154,2019-09-29 12:57:00,9995
2.0944509803921574,39.675909090909094,2019-09-29 13:07:00,9995
2.088669902912622,39.67850746268657,2019-09-29 13:17:00,9995
2.0835769230769237,39.67985294117647,2019-09-29 13:27:00,9995
2.0739142857142863,39.68,2019-09-29 13:37:00,9995
2.0703773584905667,39.681000000000004,2019-09-29 13:47:00,9995
2.0618598130841126,39.68380281690141,2019-09-29 13:57:00,9995
2.051194444444445,39.68694444444444,2019-09-29 14:07:00,9995
2.0437522935779824,39.693749999999994,2019-09-29 14:17:00,9995
2.039618181818182,39.70319444444444,2019-09-29 14:27:00,9995
2.035288288288289,39.712777777777774,2019-09-29 14:37:00,9995
2.045241071428572,39.72125,2019-09-29 14:47:00,9995
2.052982300884956,39.72875,2019-09-29 14:57:00,9995
2.0503245614035093,39.73486111111111,2019-09-29 15:07:00,9995
2.052756521739131,39.73972222222222,2019-09-29 15:17:00,9995
2.04221551724138,39.742916666666666,2019-09-29 15:27:00,9995
2.0350170940170944,39.74583333333333,2019-09-29 15:37:00,9995
2.0241271186440684,39.748194444444444,2019-09-29 15:47:00,9995
2.0165294117647066,39.75055555555556,2019-09-29 15:57:00,9995
2.0126416666666676,39.75375,2019-09-29 16:07:00,9995
2.010471074380166,39.75791666666667,2019-09-29 16:17:00,9995
2.0127622950819677,39.76430555555556,2019-09-29 16:27:00,9995
2.0171300813008135,39.77125,2019-09-29 16:37:00,9995
2.024483870967743,39.77736111111111,2019-09-29 16:47:00,9995
2.016432000000001,39.782361111111115,2019-09-29 16:57:00,9995
2.016769841269842,39.78763888888889,2019-09-29 17:07:00,9995
2.007574803149607,39.79375,2019-09-29 17:17:00,9995
1.9989140625000006,39.80027777777778,2019-09-29 17:27:00,9995
1.99186046511628,39.80722222222222,2019-09-29 17:37:00,9995
1.9847615384615394,39.81736111111111,2019-09-29 17:47:00,9995
1.9767786259541995,39.827777777777776,2019-09-29 17:57:00,9995
1.9689924242424255,39.837083333333325,2019-09-29 18:07:00,9995
1.9696015037593997,39.84472222222222,2019-09-29 18:17:00,9995
1.9706492537313447,39.85222222222222,2019-09-29 18:27:00,9995
1.968866666666668,39.859583333333326,2019-09-29 18:37:00,9995
1.9651250000000013,39.86749999999999,2019-09-29 18:47:00,9995
1.9599051094890523,39.87555555555555,2019-09-29 18:57:00,9995
1.9568623188405811,39.88347222222221,2019-09-29 19:07:00,9995
1.95638129496403,39.89138888888888,2019-09-29 19:17:00,9995
1.951050000000001,39.899444444444434,2019-09-29 19:27:00,9995
1.9461489361702138,39.9073611111111,2019-09-29 19:37:00,9995
1.9503309859154943,39.91527777777777,2019-09-29 19:47:00,9995
1.9671818181818195,39.92222222222221,2019-09-29 19:57:00,9995
1.972340277777779,39.928055555555545,2019-09-29 20:07:00,9995
1.988590277777779,39.93527777777777,2019-09-29 20:17:00,9995
1.9959513888888902,39.94097222222221,2019-09-29 20:27:00,9995
2.014909722222223,39.946111111111094,2019-09-29 20:37:00,9995
2.0078958333333343,39.95124999999999,2019-09-29 20:47:00,9995
2.004215277777779,39.954999999999984,2019-09-29 20:57:00,9995
2.008659722222223,39.95791666666665,2019-09-29 21:07:00,9995
2.0097708333333344,39.9609722222222,2019-09-29 21:17:00,9995
2.0097708333333344,39.96361111111109,2019-09-29 21:27:00,9995
2.0115069444444456,39.96583333333332,2019-09-29 21:37:00,9995
2.017548611111112,39.96666666666666,2019-09-29 21:47:00,9995
2.019770833333334,39.96791666666666,2019-09-29 21:57:00,9995
2.017409722222223,39.96847222222222,2019-09-29 22:07:00,9995
2.0153263888888895,39.966944444444444,2019-09-29 22:17:00,9995
2.00907638888889,39.96333333333334,2019-09-29 22:27:00,9995
2.009631944444445,39.95875,2019-09-29 22:37:00,9995
2.0101250000000004,39.95444444444445,2019-09-29 22:47:00,9995
2.0101319444444448,39.950138888888894,2019-09-29 22:57:00,9995
2.0087500000000005,39.94569444444445,2019-09-29 23:07:00,9995
